VxL.x,VxL.y,VxL.z,normL,errorAileron,errorRudder,errorElevator,errorThrottle,P_des.x,P_des.y,P_des.z,P_is.x,P_is.y,P_is.z,L_is.x,L_is.y,L_is.z,aCMDin.x,aCMDin.y,aCMDin.z,aCMDb.x,aCMDb.y,aCMDb.z,ACMDb.x,ACMD.y,ACMDb.z
3.264093,0.022118,0.442378,0.000199,0.011251,-0.000016,-0.000122,0.500000,0.000000,0.000000,0.000000,-364.9990,-399.9141,-0.878119,0.000000,100.0000,-5.000000,-0.000016,0.000027,0.000120,0.000016,0.000016,0.000122,0.893448,0.011250,-9.769102
2.681329,0.017979,0.359584,0.000199,0.019377,-0.000022,-0.000167,0.500000,0.000000,0.000000,0.000000,-364.9983,-399.8705,-0.882020,0.000000,100.0000,-5.000000,-0.000022,0.000022,0.000166,0.000008,0.000022,0.000167,0.828847,0.019376,-9.774737
1.874552,0.010954,0.219082,0.000199,0.022016,-0.000016,-0.000144,0.500000,0.000000,0.000000,0.000000,-364.9980,-399.8399,-0.883000,0.000000,100.0000,-5.000000,-0.000016,0.000014,0.000143,0.000002,0.000016,0.000144,0.805867,0.022014,-9.776675
1.132639,0.002141,0.042822,0.000199,0.023375,-0.000003,-0.000105,0.500000,0.000000,0.000000,0.000000,-364.9978,-399.7981,-0.883130,0.000000,100.0000,-5.000000,-0.000003,0.000007,0.000105,-0.000001,0.000003,0.000105,0.790807,0.023373,-9.777940
1.003004,-0.009781,-0.195622,0.000199,0.021881,0.000023,-0.000118,0.500000,0.000000,0.000000,0.000000,-364.9980,-399.7227,-0.882220,0.000000,100.0000,-5.000000,0.000023,0.000007,0.000118,-0.000001,-0.000023,0.000118,0.790219,0.021879,-9.777977
1.488309,-0.014868,-0.297360,0.000199,0.019025,0.000040,-0.000202,0.500000,0.000000,0.000000,0.000000,-364.9983,-399.6601,-0.881450,0.000000,100.0000,-5.000000,0.000040,0.000014,0.000201,-0.000001,-0.000040,0.000202,0.803125,0.019024,-9.776848
2.616533,-0.017041,-0.340835,0.000199,0.012844,0.000057,-0.000435,0.500000,0.000000,0.000000,0.000000,-364.9988,-399.5357,-0.880630,0.000000,100.0000,-5.000000,0.000056,0.000035,0.000434,-0.000001,-0.000057,0.000435,0.841543,0.012844,-9.773395
2.999993,-0.015583,-0.311675,0.000199,0.010008,0.000057,-0.000542,0.500000,0.000000,0.000000,0.000000,-364.9990,-399.4691,-0.880310,0.000000,100.0000,-5.000000,0.000056,0.000045,0.000541,-0.000002,-0.000057,0.000542,0.862750,0.010008,-9.771441
3.503312,-0.010083,-0.201664,0.000199,0.005818,0.000042,-0.000729,0.500000,0.000000,0.000000,0.000000,-364.9994,-399.3304,-0.879379,0.000000,100.0000,-5.000000,0.000042,0.000060,0.000727,-0.000006,-0.000042,0.000729,0.900069,0.005818,-9.767890
3.934500,-0.005217,-0.104342,0.000199,0.004175,0.000024,-0.000894,0.500000,0.000000,0.000000,0.000000,-364.9995,-399.2229,-0.878390,0.000000,100.0000,-5.000000,0.000023,0.000075,0.000891,-0.000008,-0.000024,0.000894,0.920578,0.004175,-9.765813
5.079891,0.002231,0.044629,0.000199,0.003623,-0.000011,-0.001306,0.500000,0.000000,0.000000,0.000000,-364.9996,-399.0370,-0.876810,0.000000,100.0000,-5.000000,-0.000011,0.000116,0.001301,-0.000008,0.000011,0.001306,0.940598,0.003623,-9.763495
5.947986,0.005425,0.108508,0.000199,0.004325,-0.000029,-0.001631,0.500000,0.000000,0.000000,0.000000,-364.9995,-398.9204,-0.876210,0.000000,100.0000,-5.000000,-0.000029,0.000151,0.001624,-0.000005,0.000029,0.001631,0.945874,0.004325,-9.762659
7.334690,0.008883,0.177670,0.000199,0.006594,-0.000052,-0.002216,0.500000,0.000000,0.000000,0.000000,-364.9993,-398.7150,-0.876080,0.000000,100.0000,-5.000000,-0.000053,0.000217,0.002205,0.000003,0.000052,0.002216,0.946079,0.006594,-9.762056
8.042439,0.010093,0.201874,0.000199,0.008264,-0.000062,-0.002568,0.500000,0.000000,0.000000,0.000000,-364.9991,-398.5787,-0.876480,0.000000,100.0000,-5.000000,-0.000064,0.000256,0.002555,0.000010,0.000062,0.002568,0.941691,0.008264,-9.762126
8.572712,0.010062,0.201254,0.000199,0.010319,-0.000065,-0.002903,0.500000,0.000000,0.000000,0.000000,-364.9989,-398.4164,-0.877250,0.000000,100.0000,-5.000000,-0.000068,0.000291,0.002888,0.000015,0.000065,0.002903,0.933200,0.010318,-9.762604
8.824114,0.006982,0.139642,0.000199,0.012646,-0.000047,-0.003236,0.500000,0.000000,0.000000,0.000000,-364.9987,-398.1650,-0.878490,0.000000,100.0000,-5.000000,-0.000051,0.000316,0.003221,0.000014,0.000047,0.003236,0.916499,0.012646,-9.763850
8.784464,0.003204,0.064087,0.000199,0.013501,-0.000020,-0.003412,0.500000,0.000000,0.000000,0.000000,-364.9986,-397.9580,-0.879240,0.000000,100.0000,-5.000000,-0.000024,0.000323,0.003397,0.000009,0.000020,0.003412,0.902527,0.013500,-9.764975
8.763566,-0.002147,-0.042951,0.000199,0.013166,0.000022,-0.003669,0.500000,0.000000,0.000000,0.000000,-364.9986,-397.6483,-0.879860,0.000000,100.0000,-5.000000,0.000017,0.000335,0.003654,0.000004,-0.000022,0.003669,0.885425,0.013166,-9.766282
8.976606,-0.005521,-0.110421,0.000199,0.011378,0.000054,-0.004011,0.500000,0.000000,0.000000,0.000000,-364.9987,-397.3398,-0.880140,0.000000,100.0000,-5.000000,0.000049,0.000360,0.003995,0.000002,-0.000054,0.004011,0.875555,0.011377,-9.766831
9.180930,-0.006437,-0.128756,0.000199,0.010098,0.000063,-0.004241,0.500000,0.000000,0.000000,0.000000,-364.9988,-397.1654,-0.880230,0.000000,100.0000,-5.000000,0.000059,0.000379,0.004224,0.000001,-0.000063,0.004241,0.873112,0.010098,-9.766822
9.505035,-0.006270,-0.125411,0.000199,0.008338,0.000064,-0.004576,0.500000,0.000000,0.000000,0.000000,-364.9989,-396.9327,-0.880300,0.000000,100.0000,-5.000000,0.000060,0.000408,0.004558,0.000001,-0.000064,0.004576,0.873111,0.008338,-9.766488
10.23763,-0.004147,-0.082949,0.000199,0.006207,0.000045,-0.005238,0.500000,0.000000,0.000000,0.000000,-364.9990,-396.5515,-0.880350,0.000000,100.0000,-5.000000,0.000042,0.000469,0.005217,0.000000,-0.000045,0.005238,0.879266,0.006207,-9.765276
10.79914,-0.001836,-0.036722,0.000199,0.005253,0.000022,-0.005759,0.500000,0.000000,0.000000,0.000000,-364.9991,-396.2651,-0.880340,0.000000,100.0000,-5.000000,0.000019,0.000519,0.005735,-0.000001,-0.000022,0.005759,0.886299,0.005253,-9.764120
11.49398,0.000660,0.013217,0.000199,0.004791,-0.000004,-0.006427,0.500000,0.000000,0.000000,0.000000,-364.9991,-395.9059,-0.880219,0.000000,100.0000,-5.000000,-0.000007,0.000583,0.006400,-0.000003,0.000004,0.006427,0.895480,0.004791,-9.762614
11.97856,0.001942,0.038855,0.000199,0.004805,-0.000019,-0.006904,0.500000,0.000000,0.000000,0.000000,-364.9991,-395.6568,-0.880089,0.000000,100.0000,-5.000000,-0.000022,0.000630,0.006876,-0.000004,0.000019,0.006904,0.900950,0.004805,-9.761635
12.48370,0.002873,0.057478,0.000199,0.005109,-0.000030,-0.007411,0.500000,0.000000,0.000000,0.000000,-364.9991,-395.4002,-0.879940,0.000000,100.0000,-5.000000,-0.000034,0.000679,0.007380,-0.000003,0.000030,0.007411,0.905248,0.005109,-9.760731
13.51798,0.003608,0.072169,0.000199,0.005900,-0.000040,-0.008490,0.500000,0.000000,0.000000,0.000000,-364.9990,-394.8644,-0.879750,0.000000,100.0000,-5.000000,-0.000045,0.000787,0.008453,-0.000000,0.000040,0.008490,0.910135,0.005900,-9.759197
14.26528,0.003889,0.077799,0.000199,0.006491,-0.000044,-0.009326,0.500000,0.000000,0.000000,0.000000,-364.9989,-394.4428,-0.879850,0.000000,100.0000,-5.000000,-0.000050,0.000870,0.009286,0.000005,0.000044,0.009326,0.910141,0.006491,-9.758361
14.79264,0.003421,0.068428,0.000199,0.006974,-0.000039,-0.009989,0.500000,0.000000,0.000000,0.000000,-364.9988,-394.0785,-0.880130,0.000000,100.0000,-5.000000,-0.000046,0.000933,0.009945,0.000009,0.000039,0.009989,0.907606,0.006974,-9.757933
15.22396,0.002393,0.047874,0.000199,0.007156,-0.000025,-0.010640,0.500000,0.000000,0.000000,0.000000,-364.9987,-393.6642,-0.880590,0.000000,100.0000,-5.000000,-0.000033,0.000992,0.010593,0.000012,0.000025,0.010640,0.902920,0.007156,-9.757717
15.47491,0.001306,0.026126,0.000199,0.007142,-0.000010,-0.011147,0.500000,0.000000,0.000000,0.000000,-364.9986,-393.2752,-0.881059,0.000000,100.0000,-5.000000,-0.000018,0.001032,0.011099,0.000013,0.000010,0.011147,0.897255,0.007142,-9.757731
15.65691,0.000266,0.005338,0.000199,0.006737,0.000003,-0.011614,0.500000,0.000000,0.000000,0.000000,-364.9986,-392.8744,-0.881510,0.000000,100.0000,-5.000000,-0.000003,0.001067,0.011565,0.000012,-0.000003,0.011614,0.891002,0.006736,-9.757836
15.77298,-0.000385,-0.007701,0.000199,0.006336,0.000013,-0.011971,0.500000,0.000000,0.000000,0.000000,-364.9986,-392.5454,-0.881849,0.000000,100.0000,-5.000000,0.000005,0.001092,0.011921,0.000011,-0.000013,0.011971,0.885823,0.006336,-9.757952
15.87677,-0.000793,-0.015864,0.000199,0.005842,0.000019,-0.012288,0.500000,0.000000,0.000000,0.000000,-364.9986,-392.2512,-0.882120,0.000000,100.0000,-5.000000,0.000012,0.001114,0.012237,0.000010,-0.000019,0.012288,0.881523,0.005842,-9.758024
16.15139,-0.001304,-0.026088,0.000199,0.004662,0.000027,-0.013019,0.500000,0.000000,0.000000,0.000000,-364.9987,-391.6016,-0.882620,0.000000,100.0000,-5.000000,0.000021,0.001168,0.012966,0.000009,-0.000027,0.013019,0.873705,0.004662,-9.757996
16.44504,-0.001246,-0.024921,0.000199,0.003687,0.000025,-0.013678,0.500000,0.000000,0.000000,0.000000,-364.9987,-391.0629,-0.882980,0.000000,100.0000,-5.000000,0.000020,0.001220,0.013623,0.000008,-0.000025,0.013678,0.869405,0.003687,-9.757721
16.70604,-0.001063,-0.021271,0.000199,0.003006,0.000022,-0.014216,0.500000,0.000000,0.000000,0.000000,-364.9987,-390.6478,-0.883230,0.000000,100.0000,-5.000000,0.000018,0.001264,0.014160,0.000008,-0.000022,0.014216,0.867060,0.003006,-9.757391
17.24700,-0.000312,-0.006251,0.000199,0.002043,0.000008,-0.015266,0.500000,0.000000,0.000000,0.000000,-364.9988,-389.8864,-0.883660,0.000000,100.0000,-5.000000,0.000005,0.001353,0.015206,0.000008,-0.000008,0.015266,0.864617,0.002043,-9.756558
17.49903,0.000115,0.002309,0.000199,0.001758,0.000001,-0.015750,0.500000,0.000000,0.000000,0.000000,-364.9988,-389.5439,-0.883840,0.000000,100.0000,-5.000000
